date,ratingScore,reviewTitle,reviewDescription,texto_completo,texto_limpo,sentimento,palavra_chave,variant,country
30-12-2021,1,Front camera wasn’t working. Got a defective piece.,Front camera wasn’t working. Got a defective piece.,Front camera wasn’t working. Got a defective piece. Front camera wasn’t working. Got a defective piece.,front camera wasnt working got a defective piece front camera wasnt working got a defective piece,negativo,"front, camera, wasnt, working, got, defective, piece, front, camera, wasnt, working, got, defective, piece",Colour: MidnightSize: 256 GB,India
25-09-2021,3,✋,Same as I phone 12 😑. Who so ever is reading this review I suggest go for I phone 12,✋ Same as I phone 12 😑. Who so ever is reading this review I suggest go for I phone 12, same as i phone 12  who so ever is reading this review i suggest go for i phone 12,neutro,"phone, ever, reading, review, suggest, go, phone",Colour: MidnightSize: 256 GB,India
19-01-2024,1,Not Recommended,"You will be happy for a good deal but after like a year after the waranty gets over, soon you will get this green screen and not even apple will help you i repeat not even apple!","Not Recommended You will be happy for a good deal but after like a year after the waranty gets over, soon you will get this green screen and not even apple will help you i repeat not even apple!",not recommended you will be happy for a good deal but after like a year after the waranty gets over soon you will get this green screen and not even apple will help you i repeat not even apple,positivo,"recommended, happy, good, deal, like, year, waranty, gets, soon, get, green, screen, even, apple, help, repeat, even, apple",Colour: MidnightSize: 256 GB,India
11-08-2024,4,No charger,"Every thing is good about iPhones, there's nothing compared to it's speed and ios but i was disappointed because there's no charger for it even though Indian judiciary told them to provide , still they haven't made any progress regarding charger. Why should we spend 62k and more than that for iPhones because of it's brand and Acessories comfort size and Features right if that's not there what's point of buying an iPhone.Thank you🙏","No charger Every thing is good about iPhones, there's nothing compared to it's speed and ios but i was disappointed because there's no charger for it even though Indian judiciary told them to provide , still they haven't made any progress regarding charger. Why should we spend 62k and more than that for iPhones because of it's brand and Acessories comfort size and Features right if that's not there what's point of buying an iPhone.Thank you🙏",no charger every thing is good about iphones theres nothing compared to its speed and ios but i was disappointed because theres no charger for it even though indian judiciary told them to provide  still they havent made any progress regarding charger why should we spend 62k and more than that for iphones because of its brand and acessories comfort size and features right if thats not there whats point of buying an iphonethank you,negativo,"charger, every, thing, good, iphones, theres, nothing, compared, speed, ios, disappointed, theres, charger, even, though, indian, judiciary, told, provide, still, havent, made, progress, regarding, charger, spend, iphones, brand, acessories, comfort, size, features, right, thats, whats, point, buying, iphonethank",Colour: MidnightSize: 256 GB,India
16-08-2024,5,iPhone 13 256GB,"It look so fabulous, I am android user switched to apple, performance wise iPhone is more better than android due to A15 Bionic chip. I feel pleasant while using iPhone in hand. I like it very much 😍❤️","iPhone 13 256GB It look so fabulous, I am android user switched to apple, performance wise iPhone is more better than android due to A15 Bionic chip. I feel pleasant while using iPhone in hand. I like it very much 😍❤️",iphone 13 256gb it look so fabulous i am android user switched to apple performance wise iphone is more better than android due to a15 bionic chip i feel pleasant while using iphone in hand i like it very much ,positivo,"iphone, look, fabulous, android, user, switched, apple, performance, wise, iphone, better, android, due, bionic, chip, feel, pleasant, using, iphone, hand, like, much",Colour: MidnightSize: 256 GB,India
14-05-2024,4,Flip camera option nill,"I tried to flip camera while recording but no facility is added here. You have to pause first then you can flip from back to front or vice versa it means you can't continue it, very awkward position. Iphone software should be upgraded so that we can make it go. It's very essential for a content creator. I purchased gimbal dji om se but it could not provided that, it's very essential for a vlogger but I was fed up after finding the basic requirements wasn't built in these products !","Flip camera option nill I tried to flip camera while recording but no facility is added here. You have to pause first then you can flip from back to front or vice versa it means you can't continue it, very awkward position. Iphone software should be upgraded so that we can make it go. It's very essential for a content creator. I purchased gimbal dji om se but it could not provided that, it's very essential for a vlogger but I was fed up after finding the basic requirements wasn't built in these products !",flip camera option nill i tried to flip camera while recording but no facility is added here you have to pause first then you can flip from back to front or vice versa it means you cant continue it very awkward position iphone software should be upgraded so that we can make it go its very essential for a content creator i purchased gimbal dji om se but it could not provided that its very essential for a vlogger but i was fed up after finding the basic requirements wasnt built in these products ,negativo,"flip, camera, option, nill, tried, flip, camera, recording, facility, added, pause, first, flip, back, front, vice, versa, means, cant, continue, awkward, position, iphone, software, upgraded, make, go, essential, content, creator, purchased, gimbal, dji, om, se, could, provided, essential, vlogger, fed, finding, basic, requirements, wasnt, built, products",Colour: MidnightSize: 256 GB,India
24-06-2024,5,Product,100% genuine,Product 100% genuine,product 100 genuine,neutro,"product, genuine",Colour: MidnightSize: 256 GB,India
18-05-2024,5,Good product,Happy to get the iPhone 13 in Amazon offer,Good product Happy to get the iPhone 13 in Amazon offer,good product happy to get the iphone 13 in amazon offer,positivo,"good, product, happy, get, iphone, amazon, offer",Colour: MidnightSize: 256 GB,India
14-05-2024,5,Too smooth and effective battery life,5 star 👍,Too smooth and effective battery life 5 star 👍,too smooth and effective battery life 5 star ,positivo,"smooth, effective, battery, life, star",Colour: MidnightSize: 256 GB,India
28-01-2024,5,Apple 13 256 GB,"Great Product... Nothing to say, as the Name APPLE is own identity of this product.. All is well, recommendation is 100% . Just grab this product else you missed something....","Apple 13 256 GB Great Product... Nothing to say, as the Name APPLE is own identity of this product.. All is well, recommendation is 100% . Just grab this product else you missed something....",apple 13 256 gb great product nothing to say as the name apple is own identity of this product all is well recommendation is 100  just grab this product else you missed something,positivo,"apple, gb, great, product, nothing, say, name, apple, identity, product, well, recommendation, grab, product, else, missed, something",Colour: MidnightSize: 256 GB,India
01-03-2024,5,Good,Good product 😀💯,Good Good product 😀💯,good good product ,positivo,"good, good, product",Colour: MidnightSize: 256 GB,India
14-11-2023,4,Good,Nice product,Good Nice product,good nice product,positivo,"good, nice, product",Colour: MidnightSize: 256 GB,India
03-02-2024,5,Excellent,Excellent product,Excellent Excellent product,excellent excellent product,positivo,"excellent, excellent, product",Colour: MidnightSize: 256 GB,India
20-10-2023,3,feel good yet(6 month),"IOS 17.5 (current version updated from 16.6)Thw worst thing as a ios user for me that the fear of update , i heared some updates get display issues battery drain issues , god sake i doesn't had any issues from ios updates , but till i care- device  was great, super handy for me, little feeling of weight .Display - The 60Hz refresh rate didn't felt badly form me cause i am used such kind of device before. - The brightness Range is so comfortable. - The 2160p60 HDR videos in youtube give blissful experianceBattery And charging - The charging time:- i took 1Hour to charge  from 20% to 91% using apple 20w original adapter and cable without any interruption(no electricity break or disconnection ,calls etc) - Battery backup - I am mostly maintain battery in btw 20% <-> 80% so i think this may get one day backup for me ,Average 5h screen on timeThe one day backup is just a advertisemnt advertisement label usaully we use, actually a day like  events,party,outing  we use -camera ,editing app, social media app more than usual use , that day i didn't get a satisfied backup . - Little temperature warming while charging , no heating issue- battery health after 6 month 98%-battery cycle count 194  after 6 monthPerfomance - Good perfomance for video editing ,photography , social media . (I am not a gamer ) Camera-  Even though i  felt some lag or stuck screens in some third party applications - The cinematic Mode is mind Blowing . i missed 13 pro or higher varients for zooming in this mode . - Actually i really miss pro variant for the tele lens and camera features while i using this . Cost is wall for me. - The photos are nice and feature like exposure adjust and filter was good and quality photos . And the 5x zoomed photos is not good for me.it reduced the pixel quality .- The video and optical image stabilisation was mind blowing . i mostly explore on videos . it was soo good , no words other than that.AND THE BIGGEST FEAR FOR ME NOW IS IOS UPDATEi turned off the auto update at first place .i heared about DISPLAY ISSUES,HEATING ISSUES and BUGS in the ios updates for 13 and 14 series.So for expencive and established brand like apple does not fair . This is the only -ve i have to say as a reminder .Also i heared without ios update display issues are happened . Buy the way it is a hardware issue one of the display provider company's batch may show the issues . but we customers cannot identify which company provides the hardaware.I will attach my battery analytics data screnshot photo here so you can better understand how the battery is good The ordering experience in the greate indian sale was worst . I planned to buy this for 45999/- in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed .As a whole i didn't recommend base models ,i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14","feel good yet(6 month) IOS 17.5 (current version updated from 16.6)Thw worst thing as a ios user for me that the fear of update , i heared some updates get display issues battery drain issues , god sake i doesn't had any issues from ios updates , but till i care- device  was great, super handy for me, little feeling of weight .Display - The 60Hz refresh rate didn't felt badly form me cause i am used such kind of device before. - The brightness Range is so comfortable. - The 2160p60 HDR videos in youtube give blissful experianceBattery And charging - The charging time:- i took 1Hour to charge  from 20% to 91% using apple 20w original adapter and cable without any interruption(no electricity break or disconnection ,calls etc) - Battery backup - I am mostly maintain battery in btw 20% <-> 80% so i think this may get one day backup for me ,Average 5h screen on timeThe one day backup is just a advertisemnt advertisement label usaully we use, actually a day like  events,party,outing  we use -camera ,editing app, social media app more than usual use , that day i didn't get a satisfied backup . - Little temperature warming while charging , no heating issue- battery health after 6 month 98%-battery cycle count 194  after 6 monthPerfomance - Good perfomance for video editing ,photography , social media . (I am not a gamer ) Camera-  Even though i  felt some lag or stuck screens in some third party applications - The cinematic Mode is mind Blowing . i missed 13 pro or higher varients for zooming in this mode . - Actually i really miss pro variant for the tele lens and camera features while i using this . Cost is wall for me. - The photos are nice and feature like exposure adjust and filter was good and quality photos . And the 5x zoomed photos is not good for me.it reduced the pixel quality .- The video and optical image stabilisation was mind blowing . i mostly explore on videos . it was soo good , no words other than that.AND THE BIGGEST FEAR FOR ME NOW IS IOS UPDATEi turned off the auto update at first place .i heared about DISPLAY ISSUES,HEATING ISSUES and BUGS in the ios updates for 13 and 14 series.So for expencive and established brand like apple does not fair . This is the only -ve i have to say as a reminder .Also i heared without ios update display issues are happened . Buy the way it is a hardware issue one of the display provider company's batch may show the issues . but we customers cannot identify which company provides the hardaware.I will attach my battery analytics data screnshot photo here so you can better understand how the battery is good The ordering experience in the greate indian sale was worst . I planned to buy this for 45999/- in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed .As a whole i didn't recommend base models ,i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14",feel good yet6 month ios 175 current version updated from 166thw worst thing as a ios user for me that the fear of update  i heared some updates get display issues battery drain issues  god sake i doesnt had any issues from ios updates  but till i care device  was great super handy for me little feeling of weight display  the 60hz refresh rate didnt felt badly form me cause i am used such kind of device before  the brightness range is so comfortable  the 2160p60 hdr videos in youtube give blissful experiancebattery and charging  the charging time i took 1hour to charge  from 20 to 91 using apple 20w original adapter and cable without any interruptionno electricity break or disconnection calls etc  battery backup  i am mostly maintain battery in btw 20  80 so i think this may get one day backup for me average 5h screen on timethe one day backup is just a advertisemnt advertisement label usaully we use actually a day like  eventspartyouting  we use camera editing app social media app more than usual use  that day i didnt get a satisfied backup   little temperature warming while charging  no heating issue battery health after 6 month 98battery cycle count 194  after 6 monthperfomance  good perfomance for video editing photography  social media  i am not a gamer  camera  even though i  felt some lag or stuck screens in some third party applications  the cinematic mode is mind blowing  i missed 13 pro or higher varients for zooming in this mode   actually i really miss pro variant for the tele lens and camera features while i using this  cost is wall for me  the photos are nice and feature like exposure adjust and filter was good and quality photos  and the 5x zoomed photos is not good for meit reduced the pixel quality  the video and optical image stabilisation was mind blowing  i mostly explore on videos  it was soo good  no words other than thatand the biggest fear for me now is ios updatei turned off the auto update at first place i heared about display issuesheating issues and bugs in the ios updates for 13 and 14 seriesso for expencive and established brand like apple does not fair  this is the only ve i have to say as a reminder also i heared without ios update display issues are happened  buy the way it is a hardware issue one of the display provider companys batch may show the issues  but we customers cannot identify which company provides the hardawarei will attach my battery analytics data screnshot photo here so you can better understand how the battery is good the ordering experience in the greate indian sale was worst  i planned to buy this for 45999 in oct7 greate indian sale offer but i got canceled then i bought for 48999 that was disppointed as a whole i didnt recommend base models i felt i must have buy pro variant but for person who need ios in affordable price i recommend 13 is better than 14,positivo,"feel, good, month, ios, current, version, updated, worst, thing, ios, user, fear, update, heared, updates, get, display, issues, battery, drain, issues, god, sake, doesnt, issues, ios, updates, till, care, device, great, super, handy, little, feeling, weight, display, refresh, rate, didnt, felt, badly, form, cause, used, kind, device, brightness, range, comfortable, hdr, videos, youtube, give, blissful, experiancebattery, charging, charging, time, took, charge, using, apple, original, adapter, cable, without, interruptionno, electricity, break, disconnection, calls, etc, battery, backup, mostly, maintain, battery, btw, think, may, get, one, day, backup, average, screen, timethe, one, day, backup, advertisemnt, advertisement, label, usaully, use, actually, day, like, eventspartyouting, use, camera, editing, app, social, media, app, usual, use, day, didnt, get, satisfied, backup, little, temperature, warming, charging, heating, issue, battery, health, month, cycle, count, monthperfomance, good, perfomance, video, editing, photography, social, media, gamer, camera, even, though, felt, lag, stuck, screens, third, party, applications, cinematic, mode, mind, blowing, missed, pro, higher, varients, zooming, mode, actually, really, miss, pro, variant, tele, lens, camera, features, using, cost, wall, photos, nice, feature, like, exposure, adjust, filter, good, quality, photos, zoomed, photos, good, meit, reduced, pixel, quality, video, optical, image, stabilisation, mind, blowing, mostly, explore, videos, soo, good, words, thatand, biggest, fear, ios, updatei, turned, auto, update, first, place, heared, display, issuesheating, issues, bugs, ios, updates, seriesso, expencive, established, brand, like, apple, fair, say, reminder, also, heared, without, ios, update, display, issues, happened, buy, way, hardware, issue, one, display, provider, companys, batch, may, show, issues, customers, identify, company, provides, hardawarei, attach, battery, analytics, data, screnshot, photo, better, understand, battery, good, ordering, experience, greate, indian, sale, worst, planned, buy, greate, indian, sale, offer, got, canceled, bought, disppointed, whole, didnt, recommend, base, models, felt, must, buy, pro, variant, person, need, ios, affordable, price, recommend, better",Colour: PinkSize: 128 GB,India
11-09-2024,3,Phone seems hanging within 6months of use,Picture quality is fine but hanging issue,Phone seems hanging within 6months of use Picture quality is fine but hanging issue,phone seems hanging within 6months of use picture quality is fine but hanging issue,positivo,"phone, seems, hanging, within, use, picture, quality, fine, hanging, issue",Colour: PinkSize: 128 GB,India
29-07-2024,2,Amazon mobile exchange is worst,First of all they will deliver the mobilelateThey will then show the mobile exchange app the mobile is nt proper even when it's working fine.And have to pay remaining amount.They have sold the mobile..,Amazon mobile exchange is worst First of all they will deliver the mobilelateThey will then show the mobile exchange app the mobile is nt proper even when it's working fine.And have to pay remaining amount.They have sold the mobile..,amazon mobile exchange is worst first of all they will deliver the mobilelatethey will then show the mobile exchange app the mobile is nt proper even when its working fineand have to pay remaining amountthey have sold the mobile,negativo,"amazon, mobile, exchange, worst, first, deliver, mobilelatethey, show, mobile, exchange, app, mobile, nt, proper, even, working, fineand, pay, remaining, amountthey, sold, mobile",Colour: PinkSize: 128 GB,India
24-10-2023,3,Feels bad if you have switched from Android,"Those who have been using Android phones may find iOS very limited in features. For example, you will have to pay for the premium plan of Truecaller if you want to monitor real-time calls for spam/block.The dialer app on iOS is a mess. It's tedious to find and locate a contact from within the dialer app.Using Gmail, Google Photos and other Google ecosystem apps that they have been using over years flawlessly is also no so smooth and flawless.Using iOS has come to me as a shocking experience of using my phone with excessive restrictions of the OS.Even the apps on Android OS are more flawless and smooth than on iOS.Last but not the least, if you're using Windows on your PC/laptop, an Android phone compliments more than what an Apple phone does. To this, you can see how seriously Microsoft is developing apps for Android.So, it was a productivity loss to switch from Android to iOS if you're a Windows user.","Feels bad if you have switched from Android Those who have been using Android phones may find iOS very limited in features. For example, you will have to pay for the premium plan of Truecaller if you want to monitor real-time calls for spam/block.The dialer app on iOS is a mess. It's tedious to find and locate a contact from within the dialer app.Using Gmail, Google Photos and other Google ecosystem apps that they have been using over years flawlessly is also no so smooth and flawless.Using iOS has come to me as a shocking experience of using my phone with excessive restrictions of the OS.Even the apps on Android OS are more flawless and smooth than on iOS.Last but not the least, if you're using Windows on your PC/laptop, an Android phone compliments more than what an Apple phone does. To this, you can see how seriously Microsoft is developing apps for Android.So, it was a productivity loss to switch from Android to iOS if you're a Windows user.",feels bad if you have switched from android those who have been using android phones may find ios very limited in features for example you will have to pay for the premium plan of truecaller if you want to monitor realtime calls for spamblockthe dialer app on ios is a mess its tedious to find and locate a contact from within the dialer appusing gmail google photos and other google ecosystem apps that they have been using over years flawlessly is also no so smooth and flawlessusing ios has come to me as a shocking experience of using my phone with excessive restrictions of the oseven the apps on android os are more flawless and smooth than on ioslast but not the least if youre using windows on your pclaptop an android phone compliments more than what an apple phone does to this you can see how seriously microsoft is developing apps for androidso it was a productivity loss to switch from android to ios if youre a windows user,negativo,"feels, bad, switched, android, using, android, phones, may, find, ios, limited, features, example, pay, premium, plan, truecaller, want, monitor, realtime, calls, spamblockthe, dialer, app, ios, mess, tedious, find, locate, contact, within, dialer, appusing, gmail, google, photos, google, ecosystem, apps, using, years, flawlessly, also, smooth, flawlessusing, ios, come, shocking, experience, using, phone, excessive, restrictions, oseven, apps, android, os, flawless, smooth, ioslast, least, youre, using, windows, pclaptop, android, phone, compliments, apple, phone, see, seriously, microsoft, developing, apps, androidso, productivity, loss, switch, android, ios, youre, windows, user",Colour: PinkSize: 128 GB,India
07-10-2023,1,It is a total waste of money!,"Things to remember before you buy an Iphone -1) It is good only untill its warranty is there, for extended warranty, it is 10k approx for one year.2) Under warranty also, it's resell value is only 25k in Apple store, so this itself explains that the mobile is over-priced, and that's why resell value under warranty is 25k which is it's actual value.3) Once the warranty expires - Apple will keep on bringing in updated versions and the updated versions will mall function in a 1 year old Iphone as well. Problems include - Green screen, network issues, etc.4) Many people Iphones underwent Green Screen after the latest update and as their Iphone was not under warranty had to spend 400$ or 11k to 15k depending upon their model for screen repair or change. Meaning Apple company will release update, because of which the Iphone will malfunction and people have to spend money inorder to repair it.5) Iphone - covers, tampered glass are all very expensive and are of third class quality and design. Even after spending 1500 to 2000 INR for an Iphone cover, it will last only for 6-8 months. After that, either it will become dull, dirty or look ugly or pale. An android cover of 250 Rs also functions the same way.6) Apps - That is a total scam everyone knows that. You have to pay for many apps and many apps are still unavailable in App StoreMoral of the story -You can buy an expensive Iphone and use it comfortable for a year or maximum 2. So, if you are ready to spend so much money just for a year, it is the best mobile. For long run, this is just a scam that it will last for a long run.Joke of the year - You will be prompted with features that Iphone and Macbook's only have! - The only issue is, comman man never uses those features! So, people inorder to prove that this is a very unique feature, unnecessarily use it, show it and claim that it could be done only because they have an Iphone. Kudos to them for doing something alien!","It is a total waste of money! Things to remember before you buy an Iphone -1) It is good only untill its warranty is there, for extended warranty, it is 10k approx for one year.2) Under warranty also, it's resell value is only 25k in Apple store, so this itself explains that the mobile is over-priced, and that's why resell value under warranty is 25k which is it's actual value.3) Once the warranty expires - Apple will keep on bringing in updated versions and the updated versions will mall function in a 1 year old Iphone as well. Problems include - Green screen, network issues, etc.4) Many people Iphones underwent Green Screen after the latest update and as their Iphone was not under warranty had to spend 400$ or 11k to 15k depending upon their model for screen repair or change. Meaning Apple company will release update, because of which the Iphone will malfunction and people have to spend money inorder to repair it.5) Iphone - covers, tampered glass are all very expensive and are of third class quality and design. Even after spending 1500 to 2000 INR for an Iphone cover, it will last only for 6-8 months. After that, either it will become dull, dirty or look ugly or pale. An android cover of 250 Rs also functions the same way.6) Apps - That is a total scam everyone knows that. You have to pay for many apps and many apps are still unavailable in App StoreMoral of the story -You can buy an expensive Iphone and use it comfortable for a year or maximum 2. So, if you are ready to spend so much money just for a year, it is the best mobile. For long run, this is just a scam that it will last for a long run.Joke of the year - You will be prompted with features that Iphone and Macbook's only have! - The only issue is, comman man never uses those features! So, people inorder to prove that this is a very unique feature, unnecessarily use it, show it and claim that it could be done only because they have an Iphone. Kudos to them for doing something alien!",it is a total waste of money things to remember before you buy an iphone 1 it is good only untill its warranty is there for extended warranty it is 10k approx for one year2 under warranty also its resell value is only 25k in apple store so this itself explains that the mobile is overpriced and thats why resell value under warranty is 25k which is its actual value3 once the warranty expires  apple will keep on bringing in updated versions and the updated versions will mall function in a 1 year old iphone as well problems include  green screen network issues etc4 many people iphones underwent green screen after the latest update and as their iphone was not under warranty had to spend 400 or 11k to 15k depending upon their model for screen repair or change meaning apple company will release update because of which the iphone will malfunction and people have to spend money inorder to repair it5 iphone  covers tampered glass are all very expensive and are of third class quality and design even after spending 1500 to 2000 inr for an iphone cover it will last only for 68 months after that either it will become dull dirty or look ugly or pale an android cover of 250 rs also functions the same way6 apps  that is a total scam everyone knows that you have to pay for many apps and many apps are still unavailable in app storemoral of the story you can buy an expensive iphone and use it comfortable for a year or maximum 2 so if you are ready to spend so much money just for a year it is the best mobile for long run this is just a scam that it will last for a long runjoke of the year  you will be prompted with features that iphone and macbooks only have  the only issue is comman man never uses those features so people inorder to prove that this is a very unique feature unnecessarily use it show it and claim that it could be done only because they have an iphone kudos to them for doing something alien,negativo,"total, waste, money, things, remember, buy, iphone, good, untill, warranty, extended, warranty, approx, one, warranty, also, resell, value, apple, store, explains, mobile, overpriced, thats, resell, value, warranty, actual, warranty, expires, apple, keep, bringing, updated, versions, updated, versions, mall, function, year, old, iphone, well, problems, include, green, screen, network, issues, many, people, iphones, underwent, green, screen, latest, update, iphone, warranty, spend, depending, upon, model, screen, repair, change, meaning, apple, company, release, update, iphone, malfunction, people, spend, money, inorder, repair, iphone, covers, tampered, glass, expensive, third, class, quality, design, even, spending, inr, iphone, cover, last, months, either, become, dull, dirty, look, ugly, pale, android, cover, rs, also, functions, apps, total, scam, everyone, knows, pay, many, apps, many, apps, still, unavailable, app, storemoral, story, buy, expensive, iphone, use, comfortable, year, maximum, ready, spend, much, money, year, best, mobile, long, run, scam, last, long, runjoke, year, prompted, features, iphone, macbooks, issue, comman, man, never, uses, features, people, inorder, prove, unique, feature, unnecessarily, use, show, claim, could, done, iphone, kudos, something, alien",Colour: PinkSize: 128 GB,India
21-07-2024,2,Good,It was excellent,Good It was excellent,good it was excellent,positivo,"good, excellent",Colour: PinkSize: 128 GB,India
26-06-2023,3,iPhone bought is draining out fully with in 4 hours of fullcharging,"Dear Sir, The iPhone's battery is totally draining within 4 hours of the full recharge. I am sending your emails(cs-reply@amazon.in) from 21st of June and no reply or action is there except some automated messages saying, "" we have received your email and a customer service associate will be in touch within the next 6 hours"". But till date no one contacted us and we are not able to use this iPhone. Please look into the matter and make the arrangements to replace the iPhone at the earliest. Please help us to give your customer care center in Bangalore, so that we can take the phone to them, show the problem and get the replacement.","iPhone bought is draining out fully with in 4 hours of fullcharging Dear Sir, The iPhone's battery is totally draining within 4 hours of the full recharge. I am sending your emails(cs-reply@amazon.in) from 21st of June and no reply or action is there except some automated messages saying, "" we have received your email and a customer service associate will be in touch within the next 6 hours"". But till date no one contacted us and we are not able to use this iPhone. Please look into the matter and make the arrangements to replace the iPhone at the earliest. Please help us to give your customer care center in Bangalore, so that we can take the phone to them, show the problem and get the replacement.",iphone bought is draining out fully with in 4 hours of fullcharging dear sir the iphones battery is totally draining within 4 hours of the full recharge i am sending your emailscsreplyamazonin from 21st of june and no reply or action is there except some automated messages saying  we have received your email and a customer service associate will be in touch within the next 6 hours but till date no one contacted us and we are not able to use this iphone please look into the matter and make the arrangements to replace the iphone at the earliest please help us to give your customer care center in bangalore so that we can take the phone to them show the problem and get the replacement,positivo,"iphone, bought, draining, fully, hours, fullcharging, dear, sir, iphones, battery, totally, draining, within, hours, full, recharge, sending, emailscsreplyamazonin, june, reply, action, except, automated, messages, saying, received, email, customer, service, associate, touch, within, next, hours, till, date, one, contacted, us, able, use, iphone, please, look, matter, make, arrangements, replace, iphone, earliest, please, help, us, give, customer, care, center, bangalore, take, phone, show, problem, get, replacement",Colour: PinkSize: 128 GB,India
02-06-2022,3,"Not worth 64K, iPhone is such a hype.","After using for almost a month, I don’t feel that this iPhone is worth 64K.EY me brief my review.Pros:Excellent battery life.Nice sound.Nice Back Camera.Video streams smoothly.Cons:1. Doesn’t take good selfies. Literally bad at taking selfies makes you look more ugly.2. Touch is ok ok not as per apple standards but it’s soft.3. Literally hard to transfer data from android to iPhone.4. iCloud storage is only 3 GB after that you need to pay for upgrade, better go for 128GB variant.5. No jack for headphones it is only compatible with Bluetooth headphones, another drawback which I was not aware before buying.6. Most of you would be aware that it doesn’t comes with a charger and you have to buy separately.7. If your hands are wet this phone won’t work. I don’t know if it’s really ip68 waterproof kinda stuff because earlier I had Samsung galaxy S8 and it used to work in water and with wet hands also.Overall, it is highly overpriced as per the features. I haven’t tried it for gaming yet so can’t say anything about it. I would not recommend anyone to buy iPhone due to overpriced if u have extra money to waste then go for it.","Not worth 64K, iPhone is such a hype. After using for almost a month, I don’t feel that this iPhone is worth 64K.EY me brief my review.Pros:Excellent battery life.Nice sound.Nice Back Camera.Video streams smoothly.Cons:1. Doesn’t take good selfies. Literally bad at taking selfies makes you look more ugly.2. Touch is ok ok not as per apple standards but it’s soft.3. Literally hard to transfer data from android to iPhone.4. iCloud storage is only 3 GB after that you need to pay for upgrade, better go for 128GB variant.5. No jack for headphones it is only compatible with Bluetooth headphones, another drawback which I was not aware before buying.6. Most of you would be aware that it doesn’t comes with a charger and you have to buy separately.7. If your hands are wet this phone won’t work. I don’t know if it’s really ip68 waterproof kinda stuff because earlier I had Samsung galaxy S8 and it used to work in water and with wet hands also.Overall, it is highly overpriced as per the features. I haven’t tried it for gaming yet so can’t say anything about it. I would not recommend anyone to buy iPhone due to overpriced if u have extra money to waste then go for it.",not worth 64k iphone is such a hype after using for almost a month i dont feel that this iphone is worth 64key me brief my reviewprosexcellent battery lifenice soundnice back cameravideo streams smoothlycons1 doesnt take good selfies literally bad at taking selfies makes you look more ugly2 touch is ok ok not as per apple standards but its soft3 literally hard to transfer data from android to iphone4 icloud storage is only 3 gb after that you need to pay for upgrade better go for 128gb variant5 no jack for headphones it is only compatible with bluetooth headphones another drawback which i was not aware before buying6 most of you would be aware that it doesnt comes with a charger and you have to buy separately7 if your hands are wet this phone wont work i dont know if its really ip68 waterproof kinda stuff because earlier i had samsung galaxy s8 and it used to work in water and with wet hands alsooverall it is highly overpriced as per the features i havent tried it for gaming yet so cant say anything about it i would not recommend anyone to buy iphone due to overpriced if u have extra money to waste then go for it,negativo,"worth, iphone, hype, using, almost, month, dont, feel, iphone, worth, brief, reviewprosexcellent, battery, lifenice, soundnice, back, cameravideo, streams, doesnt, take, good, selfies, literally, bad, taking, selfies, makes, look, touch, ok, ok, per, apple, standards, literally, hard, transfer, data, android, icloud, storage, gb, need, pay, upgrade, better, go, jack, headphones, compatible, bluetooth, headphones, another, drawback, aware, would, aware, doesnt, comes, charger, buy, hands, wet, phone, wont, work, dont, know, really, waterproof, kinda, stuff, earlier, samsung, galaxy, used, work, water, wet, hands, alsooverall, highly, overpriced, per, features, havent, tried, gaming, yet, cant, say, anything, would, recommend, anyone, buy, iphone, due, overpriced, u, extra, money, waste, go",Colour: PinkSize: 128 GB,India
05-08-2024,1,Worst phone ever purchased,The microphone does not work at all. Went up to the service center to check that and they are saying it is all ok and suggesting to add the screen guard and remove the back coverDid that as well but nothing is working to solve the issue. Amazon on the other hand is saying that they won’t replace the phone or refund the amountNot at all accepted from a company like Amazon that they do not evaluate the seller and allow them to sell through their platform.,Worst phone ever purchased The microphone does not work at all. Went up to the service center to check that and they are saying it is all ok and suggesting to add the screen guard and remove the back coverDid that as well but nothing is working to solve the issue. Amazon on the other hand is saying that they won’t replace the phone or refund the amountNot at all accepted from a company like Amazon that they do not evaluate the seller and allow them to sell through their platform.,worst phone ever purchased the microphone does not work at all went up to the service center to check that and they are saying it is all ok and suggesting to add the screen guard and remove the back coverdid that as well but nothing is working to solve the issue amazon on the other hand is saying that they wont replace the phone or refund the amountnot at all accepted from a company like amazon that they do not evaluate the seller and allow them to sell through their platform,positivo,"worst, phone, ever, purchased, microphone, work, went, service, center, check, saying, ok, suggesting, add, screen, guard, remove, back, coverdid, well, nothing, working, solve, issue, amazon, hand, saying, wont, replace, phone, refund, amountnot, accepted, company, like, amazon, evaluate, seller, allow, sell, platform",Colour: PinkSize: 128 GB,India
30-05-2024,2,Battery purani h,I phone ki battery purani h .band ho gi h .mobile ni chal raha h.,Battery purani h I phone ki battery purani h .band ho gi h .mobile ni chal raha h.,battery purani h i phone ki battery purani h band ho gi h mobile ni chal raha h,neutro,"battery, purani, h, phone, ki, battery, purani, h, band, ho, gi, h, mobile, ni, chal, raha, h",Colour: PinkSize: 128 GB,India
